;地图编号	X坐标	Y坐标	怪物名	范围	数量	间隔(分钟)	集中率(0-100)	名字颜色	是否为内功怪物(0,1)	国家ID	怪物能否攻击同国家的人	不同国家的怪物能否相互攻击	怪物能否被同国家的人来攻击			
D412	72	39	僵尸4	30	15	15	0	246	0	0	0	0	0			
																
;桥																
D416	50	50	僵尸5	50	20	60	0	246	0	0	0	0	0			
D416	50	50	僵尸50	50	2	60	0	246	0	0	0	0	0			
D416	22	71	僵尸5	20	15	15	0	246	0	0	0	0	0			
D416	53	33	僵尸5	20	15	15	0	246	0	0	0	0	0			
D416	82	18	僵尸5	20	15	15	0	246	0	0	0	0	0			
																
;桥																
D415	50	50	僵尸5	50	20	60	0	246	0	0	0	0	0			
D415	50	50	僵尸50	50	2	60	0	246	0	0	0	0	0			
D415	19	80	僵尸5	20	9	15	0	246	0	0	0	0	0			
D415	28	63	僵尸5	20	9	15	0	246	0	0	0	0	0			
D415	52	40	僵尸5	20	9	15	0	246	0	0	0	0	0			
D415	74	39	僵尸5	20	9	15	0	246	0	0	0	0	0			
D415	61	15	僵尸5	20	9	15	0	246	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;尸王殿																
Q004	15	15	尸王	5	5	60	0	249	0	0	0	0	0			
Q004	15	15	尸王3	5	44	60	0	249	0	0	0	0	0			
Q004	15	15	尸王4	5	1	120	0	249	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;沃玛森林																
1	250	160	半兽人	180	40	20	0	246	0	0	0	0	0			
1	250	160	食人花	180	40	20	0	246	0	0	0	0	0			
1	250	160	森林雪人	180	40	20	0	246	0	0	0	0	0			
1	250	160	毒蜘蛛	180	40	20	0	246	0	0	0	0	0			
1	250	160	多钩猫	180	40	20	0	246	0	0	0	0	0			
1	250	160	钉耙猫	180	40	20	0	246	0	0	0	0	0			
1	250	160	半兽战士	180	40	20	0	246	0	0	0	0	0			
1	250	160	半兽勇士	180	2	60	0	249	0	0	0	0	0			
1	250	160	半兽人	100	8	20	0	246	0	0	0	0	0			
1	250	160	食人花	100	8	20	0	246	0	0	0	0	0			
1	250	160	森林雪人	100	8	20	0	246	0	0	0	0	0			
1	250	160	毒蜘蛛	100	8	20	0	246	0	0	0	0	0			
1	250	160	多钩猫	100	8	20	0	246	0	0	0	0	0			
1	250	160	钉耙猫	100	8	20	0	246	0	0	0	0	0			
1	250	160	半兽战士	100	8	20	0	246	0	0	0	0	0			
																
1	330	330	半兽人	180	40	20	0	246	0	0	0	0	0			
1	330	330	食人花	180	40	20	0	246	0	0	0	0	0			
1	330	330	森林雪人	180	40	20	0	246	0	0	0	0	0			
1	330	330	毒蜘蛛	180	40	20	0	246	0	0	0	0	0			
1	330	330	多钩猫	180	40	20	0	246	0	0	0	0	0			
1	330	330	钉耙猫	180	40	20	0	246	0	0	0	0	0			
1	330	330	半兽战士	180	40	20	0	246	0	0	0	0	0			
1	330	330	半兽勇士	180	2	60	0	249	0	0	0	0	0			
1	330	330	半兽人	100	8	20	0	246	0	0	0	0	0			
1	330	330	食人花	100	8	20	0	246	0	0	0	0	0			
1	330	330	森林雪人	100	8	20	0	246	0	0	0	0	0			
1	330	330	毒蜘蛛	100	8	20	0	246	0	0	0	0	0			
1	330	330	多钩猫	100	8	20	0	246	0	0	0	0	0			
1	330	330	钉耙猫	100	8	20	0	246	0	0	0	0	0			
1	330	330	半兽战士	100	8	20	0	246	0	0	0	0	0			
																
1	300	255	半兽人	255	8	20	0	246	0	0	0	0	0			
1	300	255	食人花	255	8	20	0	246	0	0	0	0	0			
1	300	255	森林雪人	255	8	20	0	246	0	0	0	0	0			
1	300	255	毒蜘蛛	255	8	20	0	246	0	0	0	0	0			
1	300	255	多钩猫	255	8	20	0	246	0	0	0	0	0			
1	300	255	钉耙猫	255	8	20	0	246	0	0	0	0	0			
1	300	255	半兽战士	255	8	20	0	246	0	0	0	0	0			
1	300	255	半兽人0	255	3	60	0	246	0	0	0	0	0			
1	300	255	森林雪人0	255	3	60	0	246	0	0	0	0	0			
1	300	255	多钩猫0	255	3	60	0	246	0	0	0	0	0			
1	300	255	钉耙猫0	255	3	60	0	246	0	0	0	0	0			
1	300	255	半兽战士0	255	3	60	0	246	0	0	0	0	0			
1	300	255	半兽统领	255	1	60	0	249	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;沃玛寺庙																
;沃玛寺庙入口																
D021	50	44	山洞蝙蝠	60	60	15	0	246	0	0	0	0	0			
D021	50	44	洞蛆	60	30	15	0	246	0	0	0	0	0			
D021	50	44	山洞蝙蝠0	60	5	60	0	246	0	0	0	0	0			
																
;沃玛寺庙一层																
D022	250	250	沃玛战士	100	80	60	0	246	0	0	0	0	0			
D022	250	250	沃玛勇士	100	80	60	0	246	0	0	0	0	0			
D022	250	250	粪虫	250	45	60	0	246	0	0	0	0	0			
D022	250	250	山洞蝙蝠	250	45	60	0	246	0	0	0	0	0			
D022	250	250	沃玛战士	250	45	60	0	246	0	0	0	0	0			
D022	250	250	沃玛勇士	250	45	60	0	246	0	0	0	0	0			
D022	250	250	沃玛战将	250	45	60	0	246	0	0	0	0	0			
D022	250	250	火焰沃玛	250	45	60	0	246	0	0	0	0	0			
D022	250	250	山洞蝙蝠0	250	3	60	0	246	0	0	0	0	0			
D022	250	250	沃玛战士0	250	3	60	0	246	0	0	0	0	0			
D022	250	250	沃玛勇士0	250	3	60	0	246	0	0	0	0	0			
D022	250	250	沃玛战将0	250	3	60	0	246	0	0	0	0	0			
D022	250	250	火焰沃玛0	250	3	60	0	246	0	0	0	0	0			
D022	250	250	沃玛卫士	250	2	60	0	249	0	0	0	0	0			
D022	100	280	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	100	280	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	100	280	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	100	280	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	100	280	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	100	280	沃玛卫士	5	1	60	0	249	0	0	0	0	0			
D022	400	195	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	400	195	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	400	195	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	400	195	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	400	195	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	268	77	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	268	77	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	268	77	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	268	77	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	268	77	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	268	77	沃玛卫士	5	1	60	0	249	0	0	0	0	0			
D022	106	176	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	106	176	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	106	176	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	106	176	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	106	176	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	302	395	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	302	395	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	302	395	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	302	395	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	302	395	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	208	366	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	208	366	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	208	366	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	208	366	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	208	366	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	174	178	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	174	178	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	174	178	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	174	178	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	174	178	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	360	150	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	360	150	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	360	150	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	360	150	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	360	150	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
D022	250	280	粪虫	20	7	15	0	246	0	0	0	0	0			
D022	250	280	沃玛战士	20	7	15	0	246	0	0	0	0	0			
D022	250	280	沃玛勇士	20	7	15	0	246	0	0	0	0	0			
D022	250	280	沃玛战将	20	7	15	0	246	0	0	0	0	0			
D022	250	280	火焰沃玛	20	7	15	0	246	0	0	0	0	0			
																
;沃玛寺庙二层																
D023	250	250	沃玛战士	100	80	60	0	246	0	0	0	0	0			
D023	250	250	沃玛勇士	100	80	60	0	246	0	0	0	0	0			
D023	250	250	粪虫	200	45	60	0	246	0	0	0	0	0			
D023	250	250	山洞蝙蝠	200	45	60	0	246	0	0	0	0	0			
D023	250	250	暗黑战士	200	45	60	0	246	0	0	0	0	0			
D023	250	250	沃玛战士	200	45	60	0	246	0	0	0	0	0			
D023	250	250	沃玛勇士	200	45	60	0	246	0	0	0	0	0			
D023	250	250	沃玛战将	200	45	60	0	246	0	0	0	0	0			
D023	250	250	火焰沃玛	200	45	60	0	246	0	0	0	0	0			
D023	250	250	粪虫0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	暗黑战士0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	沃玛战士0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	沃玛勇士0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	沃玛战将0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	火焰沃玛0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	山洞蝙蝠0	200	3	60	0	246	0	0	0	0	0			
D023	250	250	沃玛卫士	200	2	60	0	249	0	0	0	0	0			
D023	180	80	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	180	80	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	180	80	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	180	80	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	180	80	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	180	80	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	180	80	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	330	90	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	330	90	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	330	90	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	330	90	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	330	90	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	330	90	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	330	90	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	330	90	沃玛卫士	5	1	60	0	249	0	0	0	0	0			
D023	267	245	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	267	245	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	267	245	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	267	245	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	267	245	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	267	245	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	267	245	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	143	293	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	143	293	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	143	293	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	143	293	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	143	293	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	143	293	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	143	293	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	40	160	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	40	160	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	40	160	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	40	160	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	40	160	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	40	160	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	40	160	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	40	160	沃玛卫士	5	1	60	0	249	0	0	0	0	0			
D023	60	90	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	60	90	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	60	90	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	60	90	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	60	90	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	60	90	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	60	90	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	120	160	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	120	160	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	120	160	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	120	160	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	120	160	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	120	160	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	120	160	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
D023	350	340	粪虫	30	7	15	0	246	0	0	0	0	0			
D023	350	340	山洞蝙蝠	30	7	15	0	246	0	0	0	0	0			
D023	350	340	暗黑战士	30	7	15	0	246	0	0	0	0	0			
D023	350	340	沃玛战士	30	7	15	0	246	0	0	0	0	0			
D023	350	340	沃玛勇士	30	7	15	0	246	0	0	0	0	0			
D023	350	340	沃玛战将	30	7	15	0	246	0	0	0	0	0			
D023	350	340	火焰沃玛	30	7	15	0	246	0	0	0	0	0			
																
;沃玛教主大殿																
D024	40	40	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	40	40	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	40	40	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	40	40	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	50	50	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	50	50	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	50	50	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	50	50	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	60	60	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	60	60	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	60	60	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	60	60	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	40	50	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	40	50	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	40	50	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	40	50	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	50	40	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	50	40	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	50	40	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	50	40	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	60	50	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	60	50	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	60	50	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	60	50	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	50	60	沃玛勇士	20	8	10	0	246	0	0	0	0	0			
D024	50	60	沃玛战将	20	8	10	0	246	0	0	0	0	0			
D024	50	60	火焰沃玛	20	8	10	0	246	0	0	0	0	0			
D024	50	60	暗黑战士	20	8	10	0	246	0	0	0	0	0			
D024	83	84	沃玛勇士	7	8	10	0	246	0	0	0	0	0			
D024	83	84	沃玛战将	7	8	10	0	246	0	0	0	0	0			
D024	83	84	火焰沃玛	7	8	10	0	246	0	0	0	0	0			
D024	83	84	暗黑战士	7	8	10	0	246	0	0	0	0	0			
D024	20	21	沃玛勇士	7	8	10	0	246	0	0	0	0	0			
D024	20	21	沃玛战将	7	8	10	0	246	0	0	0	0	0			
D024	20	21	火焰沃玛	7	8	10	0	246	0	0	0	0	0			
D024	20	21	暗黑战士	7	8	10	0	246	0	0	0	0	0			
D024	42	49	暗黑战士0	30	2	60	0	246	0	0	0	0	0			
D024	42	49	沃玛勇士0	30	2	60	0	246	0	0	0	0	0			
D024	42	49	沃玛战将0	30	2	60	0	246	0	0	0	0	0			
D024	42	49	火焰沃玛0	30	2	60	0	246	0	0	0	0	0			
D024	50	50	沃玛卫士	30	2	60	0	249	0	0	0	0	0			
D024	50	50	沃玛教主	20	1	60	0	249	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;白日门																
11	120	395	森林雪人	90	8	20	0	246	0	0	0	0	0			
11	120	395	半兽人	90	8	20	0	246	0	0	0	0	0			
11	120	395	半兽战士	90	8	20	0	246	0	0	0	0	0			
11	120	395	钉耙猫	90	8	20	0	246	0	0	0	0	0			
11	120	395	多钩猫	90	8	20	0	246	0	0	0	0	0			
11	120	395	毒蜘蛛	90	8	20	0	246	0	0	0	0	0			
11	120	395	食人花	90	8	20	0	246	0	0	0	0	0			
																
11	260	395	森林雪人	90	8	20	0	246	0	0	0	0	0			
11	260	395	半兽人	90	8	20	0	246	0	0	0	0	0			
11	260	395	半兽战士	90	8	20	0	246	0	0	0	0	0			
11	260	395	钉耙猫	90	8	20	0	246	0	0	0	0	0			
11	260	395	多钩猫	90	8	20	0	246	0	0	0	0	0			
11	260	395	毒蜘蛛	90	8	20	0	246	0	0	0	0	0			
11	260	395	食人花	90	8	20	0	246	0	0	0	0	0			
																
11	360	395	森林雪人	90	8	20	0	246	0	0	0	0	0			
11	360	395	半兽人	90	8	20	0	246	0	0	0	0	0			
11	360	395	半兽战士	90	8	20	0	246	0	0	0	0	0			
11	360	395	钉耙猫	90	8	20	0	246	0	0	0	0	0			
11	360	395	多钩猫	90	8	20	0	246	0	0	0	0	0			
11	360	395	毒蜘蛛	90	8	20	0	246	0	0	0	0	0			
11	360	395	食人花	90	8	20	0	246	0	0	0	0	0			
																
11	300	340	森林雪人	90	8	20	0	246	0	0	0	0	0			
11	300	340	半兽人	90	8	20	0	246	0	0	0	0	0			
11	300	340	半兽战士	90	8	20	0	246	0	0	0	0	0			
11	300	340	钉耙猫	90	8	20	0	246	0	0	0	0	0			
11	300	340	多钩猫	90	8	20	0	246	0	0	0	0	0			
11	300	340	毒蜘蛛	90	8	20	0	246	0	0	0	0	0			
11	300	340	食人花	90	8	20	0	246	0	0	0	0	0			
11	300	340	天狼蜘蛛	90	8	20	0	246	0	0	0	0	0			
																
11	380	340	森林雪人	90	8	20	0	246	0	0	0	0	0			
11	380	340	半兽人	90	8	20	0	246	0	0	0	0	0			
11	380	340	半兽战士	90	8	20	0	246	0	0	0	0	0			
11	380	340	钉耙猫	90	8	20	0	246	0	0	0	0	0			
11	380	340	多钩猫	90	8	20	0	246	0	0	0	0	0			
11	380	340	毒蜘蛛	90	8	20	0	246	0	0	0	0	0			
11	380	340	食人花	90	8	20	0	246	0	0	0	0	0			
																
11	100	300	森林雪人	30	4	20	0	246	0	0	0	0	0			
11	100	300	半兽人	30	4	20	0	246	0	0	0	0	0			
11	100	300	半兽战士	30	4	20	0	246	0	0	0	0	0			
11	100	300	钉耙猫	30	4	20	0	246	0	0	0	0	0			
11	100	300	多钩猫	30	4	20	0	246	0	0	0	0	0			
11	100	300	毒蜘蛛	30	4	20	0	246	0	0	0	0	0			
11	100	300	食人花	30	4	20	0	246	0	0	0	0	0			
																
11	150	230	森林雪人	30	4	20	0	246	0	0	0	0	0			
11	150	230	半兽人	30	4	20	0	246	0	0	0	0	0			
11	150	230	半兽战士	30	4	20	0	246	0	0	0	0	0			
11	150	230	钉耙猫	30	4	20	0	246	0	0	0	0	0			
11	150	230	多钩猫	30	4	20	0	246	0	0	0	0	0			
11	150	230	毒蜘蛛	30	4	20	0	246	0	0	0	0	0			
11	150	230	食人花	30	4	20	0	246	0	0	0	0	0			
																
11	290	238	森林雪人	30	4	20	0	246	0	0	0	0	0			
11	290	238	半兽人	30	4	20	0	246	0	0	0	0	0			
11	290	238	半兽战士	30	4	20	0	246	0	0	0	0	0			
11	290	238	钉耙猫	30	4	20	0	246	0	0	0	0	0			
11	290	238	多钩猫	30	4	20	0	246	0	0	0	0	0			
11	290	238	毒蜘蛛	30	4	20	0	246	0	0	0	0	0			
11	290	238	食人花	30	4	20	0	246	0	0	0	0	0			
11	290	238	天狼蜘蛛	30	4	20	0	246	0	0	0	0	0			
																
11	387	274	森林雪人	30	4	20	0	246	0	0	0	0	0			
11	387	274	半兽人	30	4	20	0	246	0	0	0	0	0			
11	387	274	半兽战士	30	4	20	0	246	0	0	0	0	0			
11	387	274	钉耙猫	30	4	20	0	246	0	0	0	0	0			
11	387	274	多钩猫	30	4	20	0	246	0	0	0	0	0			
11	387	274	毒蜘蛛	30	4	20	0	246	0	0	0	0	0			
11	387	274	食人花	30	4	20	0	246	0	0	0	0	0			
																
11	78	127	森林雪人	30	4	20	0	246	0	0	0	0	0			
11	78	127	半兽人	30	4	20	0	246	0	0	0	0	0			
11	78	127	半兽战士	30	4	20	0	246	0	0	0	0	0			
11	78	127	钉耙猫	30	4	20	0	246	0	0	0	0	0			
11	78	127	多钩猫	30	4	20	0	246	0	0	0	0	0			
11	78	127	毒蜘蛛	30	4	20	0	246	0	0	0	0	0			
11	78	127	食人花	30	4	20	0	246	0	0	0	0	0			
																
11	352	125	森林雪人	50	8	20	0	246	0	0	0	0	0			
11	352	125	半兽人	50	8	20	0	246	0	0	0	0	0			
11	352	125	半兽战士	50	8	20	0	246	0	0	0	0	0			
11	352	125	钉耙猫	50	8	20	0	246	0	0	0	0	0			
11	352	125	多钩猫	50	8	20	0	246	0	0	0	0	0			
11	352	125	毒蜘蛛	50	8	20	0	246	0	0	0	0	0			
11	352	125	食人花	50	8	20	0	246	0	0	0	0	0			
																
11	360	330	天狼蜘蛛	100	10	60	0	246	0	0	0	0	0			
11	360	330	半兽勇士	100	2	60	0	249	0	0	0	0	0			
11	360	330	半兽统领	100	2	60	0	249	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;丛林迷宫																
;丛林迷宫西北																
12	100	100	天狼蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	100	100	暴牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	100	钢牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	100	花吻蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	100	黑锷蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	100	100	幻影蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	100	100	天狼蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	100	100	钢牙蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	100	100	天狼蜘蛛3	100	1	60	0	246	0	0	0	0	0			
12	100	100	钢牙蜘蛛3	100	1	60	0	246	0	0	0	0	0			
																
;丛林迷宫西南																
12	100	300	天狼蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	100	300	暴牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	300	钢牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	300	花吻蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	100	300	黑锷蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	100	300	幻影蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	100	300	天狼蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	100	300	钢牙蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	100	300	天狼蜘蛛3	100	1	60	0	246	0	0	0	0	0			
12	100	300	钢牙蜘蛛3	100	1	60	0	246	0	0	0	0	0			
																
;丛林迷宫东北																
12	300	100	天狼蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	300	100	暴牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	100	钢牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	100	花吻蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	100	黑锷蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	300	100	幻影蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	300	100	天狼蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	300	100	钢牙蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	300	100	天狼蜘蛛3	100	1	60	0	246	0	0	0	0	0			
12	300	100	钢牙蜘蛛3	100	1	60	0	246	0	0	0	0	0			
																
;丛林迷宫东南																
12	300	300	天狼蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	300	300	暴牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	300	钢牙蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	300	花吻蜘蛛	100	7	15	0	246	0	0	0	0	0			
12	300	300	黑锷蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	300	300	幻影蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	300	300	天狼蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	300	300	钢牙蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	300	300	天狼蜘蛛3	100	1	60	0	246	0	0	0	0	0			
12	300	300	钢牙蜘蛛3	100	1	60	0	246	0	0	0	0	0			
																
;丛林迷宫中部																
12	200	200	天狼蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	200	200	暴牙蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	200	200	钢牙蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	200	200	花吻蜘蛛	100	40	15	0	246	0	0	0	0	0			
12	200	200	黑锷蜘蛛	100	7	60	0	246	0	0	0	0	0			
12	200	200	幻影蜘蛛	100	5	60	0	246	0	0	0	0	0			
12	200	200	天狼蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	200	200	钢牙蜘蛛0	100	1	60	0	246	0	0	0	0	0			
12	200	200	天狼蜘蛛3	100	1	60	0	246	0	0	0	0	0			
12	200	200	钢牙蜘蛛3	100	1	60	0	246	0	0	0	0	0			
																
12	186	311	天狼蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	186	311	暴牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	186	311	钢牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	186	311	花吻蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	60	390	天狼蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	60	390	暴牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	60	390	钢牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	60	390	花吻蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	265	145	天狼蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	265	145	暴牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	265	145	钢牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	265	145	花吻蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	94	218	天狼蜘蛛	20	5	15	0	246	0	0	0	0	0			
12	94	218	暴牙蜘蛛	20	5	15	0	246	0	0	0	0	0			
